Sentiment,Phrase
POSITIVE,EXPLICA MUY BIEN Y SIEMPRE DISPONIBLE PARA CUALQUIER DUDA.
POSITIVE,"Excelente maestra, su clase esta muy bien"
POSITIVE,"ES MUY BUENA MAESTRA,SABE MANIPULAR LA CLASE"
POSITIVE,Muy buena maestra atenta y confia en sus alumnos
NEGATIVE,ES LA MAESTRA MAS CHULA QUE HE TENIDO.
POSITIVE,Linda maestra espero que nunca cambie.
POSITIVE,muy buena maestra que siga así de exigente.
POSITIVE,Es buen profesor nos trata a todos por igual
NEGATIVE,EXPLICA CON DETALLE LO QUE SE TIENE QUE HACER
NEGATIVE,QUE NO SE ENOJE CUANDO LE PEDIMOS QUE NOS VUELVA A EXPLICAR
POSITIVE,ESTE PROFESOR SI ES ADECUADO PARA LA MATERIA.
POSITIVE,SUS CLASES SON CÓMODAS Y MUY AUGUSTO Y OBVIO EXPLICABLES.
POSITIVE,son muy completas sus clases
POSITIVE,Es un buen maestro ya que te sabe apoyar moralmente y hace bien interactiva la clase.
NEGATIVE,EL PROFESOR SE EXPLICA DE FORMA RAPIDA Y PRECISA
POSITIVE,El profesor trabaja con buena vibra.
NEGATIVE,le falta una mejor forma de trasmitir sus conocimientos.
POSITIVE,sabe muchisimas cosas sobre esta materia y su forma de trasmitir el conocimiento es excelente
NEGATIVE,"La única clase de respiro, me siento tan asfixiado con la carga de este cuatrimestre."
POSITIVE,Son buenas clases y se practica mucho el trabajo en equipo
POSITIVE,"excelente profesor, muy productivo y activo en clase."
NEGATIVE,De repente tiene muy mal caracter
POSITIVE,ES UN PROFESOR CON ALTA CALIDAD
NEGATIVE,"mala profesora, no se apega a la materia, irrespetuosa, no permite el dialogo para retroalimenta"
NEGATIVE,Propone cosas que no van de acuerdo al reglamento. Sus acciones son muy extremistas e infantiles.
NEGATIVE,"la maestra no esta bien de sus facultades mentales es bipolar, no sabe ingles."
POSITIVE,"excelente profesor, excelente capacidad de transmitir sus conocimientos a los alumnos"
POSITIVE,muy buen profesor
POSITIVE,"excelente profesor, buena manera de impartir clases"
NEGATIVE,Le falta mas practica en el oral debido a que dice palabras sin sentido.
POSITIVE,Muy guapo el profesor
POSITIVE,sin duda un profesor excepcional
POSITIVE,Excelente profesor deberiamos tener mas profesores de esta calidad nos ayudaria mucho en nuestro desarrollo profesional.
POSITIVE,Tiene bastante experiencia e imparte las clases de manera facil y comprendible para todos.
POSITIVE,Excelente profesor además cuenta con bastante experiencia
NEGATIVE,"Pésima profesora, aparte de sus mala forma de enseñar."
NEGATIVE,"No me gusta la manera de enseñar de la maestra, no existe respeto."
POSITIVE,"Muy buena maestra, excelentes aportaciones."
POSITIVE,Tiene un gran conocimiento en general
POSITIVE,"Muy buen maestra, explica de manera clara todos los contenidos."
POSITIVE,"En general es buen profesor, sabe como controlar al grupo, a diferencia de otros maestros."
POSITIVE,"Muy buen maestro, explica de manera clara los contenidos, evita que las clases sean tediosas ya que explica con buenos ejemplos."
POSITIVE,buenas clases hay mucho material y equipo por parte del docente la clase es muy dinamica y de facil aprendizaje
POSITIVE,se prepara bien y es clara al momento de explicar
POSITIVE,"EXCELENTE CLASE, MUY ENTRETENIDA"
NEGATIVE,en lo persona no me gustaria tomar mas clases con ella.
POSITIVE,"Muy buena maestra, agradable y responsable."
POSITIVE,"Es un maestra muy buena,considero que su metodologia de tabajo es excelente"
POSITIVE,la maestra es alguien que explica muy bien los temas los aterriza a la realidad
POSITIVE,CONSIDERO QUE LA MAESTRA REALIZA MUY BIEN SU TRABAJO
POSITIVE,ELLA CUMPLE CON TODO AL PIE DE LA LETRA.
POSITIVE,Es una maestra muy eficaz en la forma de explicar las clases
POSITIVE,muy buena maestra y sus métodos son excelentes.
POSITIVE,"La maestra es excelente, ojalá nos pueda seguir dando clases."
NEGATIVE,NO LOGRO ENTENDER MUY BIEN ALGUNOS TEMAS Y ME ATRAZO.
POSITIVE,Es buena maestra ya que aclara todas las dudas que se me presentan
POSITIVE,en lo particular creo que es una de las mejores educadoras que he tenido a lo largo de mi formacion academica.
POSITIVE,es muy buena maestra y explica bien pero va muy rapido y pasa los temas muy rapido
POSITIVE,"SUS CLASES SON MUY BUENAS, EXPLICA MUY BIEN Y TE ACLARA DUDAS DE MANERA EFICAZ."
POSITIVE,Considero que es una persona muy preparada.
POSITIVE,"Excelente maestra, perfecto dominio del tema y muy buena comunicación con el grupo."
NEGATIVE,NO CONTESTA DE UNA BUENA FORMA Y ES MUY IMPACIENTE.
POSITIVE,me gusta su ritmo de trabajo.
POSITIVE,es muy buena maestra y explica de una manera clara
NEGATIVE,SIN DUDA ME GUSTARÍA QUE EN UN FUTURO ME SIGUIERA DANDO CLASES.
NEGATIVE,HAY COSAS EN LAS QUE ME CONFUNDE COMO EXPLICA.
NEGATIVE,"el unico detalle que le encuentro es que a veces se distrae muy facil, y eso provoca que perdamos el enfoque."
NEGATIVE,el detalle es que a veces toma mucha plática con los compañeros y se pierde gran parte de la clase.
POSITIVE,MUY BUENA NOS PONE LOS TEMAS DE LA MANERA MAS SENCILLA Y SE PUDEN COMPRENDER FACILMENTE
NEGATIVE,la manera en la cual hemos visto los temas ha sido algo apresurada y no muy bien explicada.
NEGATIVE,en veces me confunde con todos los temas que da en una clase
POSITIVE,ME CONFUNDE CON TODOS LOS TÉRMINOS QUE EMPLEA Y NUNCA LLEVA MATERIAL PREPARADO.
NEGATIVE,"La maestra en lo personal deja mucho que desear, como maestra y además es elitista."
NEGATIVE,Los temas no son congruentes con la materia que imparte en este momento.
NEGATIVE,Al profesor le hace falta carácter.
NEGATIVE,A la maestra como que no se le da muy bien el tema deja mucho que desear.
POSITIVE,"es una gran maestra, expresa con claridad los temas a tratar con la ayuda de dinamicas que nos ayudan."
POSITIVE,"Muy buena maestra, se expresa muy bien en clase."
POSITIVE,Debe de fomentar mas el respeto en clase.
POSITIVE,"Es una exelente maestra, muy linda y hermosa."
POSITIVE,"Excelente maestra, la mejor que he tenido hasta la fecha y es un amor de persona."
POSITIVE,muy buen profesor nos escucha muy bien
POSITIVE,"El profesor se expresa de buena forma hacia nosotros, cumpliendo con su objetivo de formar un grupo unitario con valores y respeto."
POSITIVE,Debe de fomentar mas el respeto en clase porque todos los compañeros hablan y ofenden mucho a los demás.
POSITIVE,MUY BUEN MAESTRO SIGA ADELANTE
NEGATIVE,Es excesivo las burlas entre compañeros y además dominan el salón.
POSITIVE,"ME HAN GUSTADO MUCHO LAS ACTIVIDADES GRUPALES, HAN CREADO BUEN INTEGRACIÓN GRUPAL."
POSITIVE,"El profesor es muy apto para la clase que esta dando, explica perfectamente."
NEGATIVE,SE ENOJA CUANDO LE PREGUNTAMOS Y DEBE DE EXPLICAR UN POCO MAS LENTO.
NEGATIVE,Algunos problemas deberían explicarse mas a detalle.
NEGATIVE,QUE EXPLIQUE ALGUNAS COSAS MAS A DETALLE.
POSITIVE,"La maestra es muy clara con los objetivos, las dudas que tenemos las aclara al instante sin molestia alguna."
POSITIVE,MUY BUENA MAESTRA SOLO SE DESESPERA UN POQUITO
POSITIVE,"Es genial el profesor espero tenerlo siempre de maestro sus clases, muy divertidas y si desorden."
POSITIVE,"El profesor tiene buena forma de enseñanza, deja que nosotros como alumnos nos expresemos."
NEGATIVE,Se enoja facilmente y ya cuando te tiene fichado aunque no hagas nada te regaña
NEGATIVE,Las evaluaciones deberían ser mas justas y menos elitistas.
POSITIVE,SIN PALABRAS MUY BUEN PROFESOR
POSITIVE,"su clase es interesante ya que nos ayuda a ser mejores con nuestros trabajos, permitiendonos diseñar proyectos."
POSITIVE,"El profesor imparte de manera correcta la clase, forjandonos objetivos."
POSITIVE,Excelente Tutora y amiga.
POSITIVE,"Me esta ayudando sobre un problema de ansiedad, por eso estoy muy agradecido y me demuestra su apoyo al problema de los demás."
POSITIVE,Buena maestra hace actividades llamativas
NEGATIVE,preferiria que fuese otro maestro quien me diera la clase.
POSITIVE,"Sin duda es una maestra que hace honor a su título, su manera de impartir la materia es perfecta."
NEGATIVE,No respeta las ponderaciones que inicialmente se habian acordado en clase.
NEGATIVE,Inicialmente el profesor nos menciono fechas para evaluaciones las cuales hoy en dia no respeta.
NEGATIVE,"Falta dar teoria, ir paso a paso, sin brincarnos nada"
POSITIVE,"Su manera de explicar es muy sencilla y entendible, aprendo mucho en clase"
POSITIVE,Es una Maestra muy Formal y Respetuosa.
NEGATIVE,"Sus clases son muy dificiles, usa un vocabulario muy complejo , que no logro comprender."
NEGATIVE,en sus clases no me siento muy cómodo.
POSITIVE,sus temas son muy estructurados y su clase objetiva
POSITIVE,Buen profesor llama la atencion hacia sus clases
POSITIVE,Considero que su desempeño en clase es aprobatorio además de tener una muy buena comunicación con el grupo.
POSITIVE,Me encanta su forma de dar clases y que tiene una excelente manera de enseñar y dejar ver sus conocimientos. Excelente
POSITIVE,"Se me hace muy dinamica su clase, divertida y una de las mejores"
POSITIVE,"Muy buen profesor de ingles, explica demasiado bien y ayuda a los que no comprendemos, el mejor si duda."
POSITIVE,Es un placer que el sea mi profesor.
NEGATIVE,Falta un poco mas de explicación y cordinar sus clases.
NEGATIVE,a veces me siento confundido con su manera de explicar
POSITIVE,CLASES MUY GRUPALES DONDE TODOS LOGRAN CONVIVIR.
POSITIVE,Tiene una forma correcta de dar sus sesiones.
POSITIVE,"Muy buen profesor, clases divertidas y aprendemos bien."
NEGATIVE,TIENE MUCHA INTERACCION CON EL GRUPO
NEGATIVE,"SE CONVIVE POCO CON EL TUTOR, ESPERO QUE MAS DELANTE TENGA MAS CONTACTO CON NOSOTROS"
POSITIVE,MIS RESPETOS QUE GRANDES CONSEJOS Y GRAN COLABORACION MIS REPETOS QUE GRAN PROFESOR
POSITIVE,es buen maestro su forma de enseñar es efectiva
POSITIVE,APRENDES MUY BIEN EN SUS CLASES Y ES UNA CLASE MUY SERIA.
NEGATIVE,QUE SUS CLASES SEAN MAS DIDACTICAS Y UN POCO MAS ENTUSIASTAS
POSITIVE,es muy buena maestra solo que es muy estricta y no muy paciente se enoja demasiado.
POSITIVE,sinceramente mis respetos para mi maestra que gran profesora admiro su sabiduría.
NEGATIVE,NO ME GUSTA LA ACTITUD DE LA MAESTRA EN LOS EXAMENES
POSITIVE,Tiene una buena técnica de enseñanza.
POSITIVE,Es una buena maestra y es una muy buena persona.
POSITIVE,Un gran maestro que con sus conocimientos nos ha apoyado mucho y que sus conocimientos nos ayudaran tambien a futuro.
POSITIVE,Es un maestro que imparte las clases de una manera muy didáctica. Excelente.
NEGATIVE,"Tiene mucho por impartir, sin organización y es muy flojo."
POSITIVE,ES MUY ABURRIDO Y TEDIOSO EL CONTENIDO DE LA MATERIA
POSITIVE,Un gran profesor me orienta y me inspira a seguir mi carrera.
POSITIVE,"Maneja buena dinámica dentro del grupo, lo cual propicia clases agradables y por ende aprendemos mejor."
POSITIVE,nos a dado mucho apoyo tanto grupal como individual.
NEGATIVE,Es ineficiente su manera de trabajar
NEGATIVE,Malgasta demasiado tiempo revisando tareas
NEGATIVE,Quisiera que brindara más asesorías por que estando tantas personas en el salón nos confunde con todos los comentarios en clases
NEGATIVE,"No funciona su manera de trabajar, es demasiado estricto y nada accesible"
NEGATIVE,"Desearía que el profesor tuviera más confianza en sí mismo, es muy dudoso en lo que dice"
POSITIVE,Gracias a los trabajos en equipo él se asegura de que aprendemos todos y está en constante supervisión de que estemos trabajando
POSITIVE,Su obsesión en los trabajos realmente funciona para que nosotros aprendamos
NEGATIVE,"Es muy monótono en las clases, esto hace que perdamos el interés por aprender"
POSITIVE,Llega tarde más sin embargo es muy buen profesor
NEGATIVE,Sus clases son muy tediosas.
NEGATIVE,No utiliza instrumentos de aprendizaje
NEGATIVE,No enseña la materia de manera continua
NEGATIVE,No entrega listas de cotejo para evaluaciones
NEGATIVE,No entrega calificaciones rápido y siempre nos trae pretextos
NEGATIVE,No gestiona bien sus clases y perdemos mucho tiempo
NEGATIVE,No se apega al cronograma y no terminamos las unidades a tiempo
NEGATIVE,Nos retrasamos mucho en la unidad siempre porque él no llega a clases
NEGATIVE,Quisiera que fuera más flexible con respeto a las fechas de exámenes
NEGATIVE,No explica bien las clases y deja trabajos que no se relacionan mucho a la materia
NEGATIVE,Es difícil entenderle ya que habla muy despacio.
NEGATIVE,No tiene un tono de voz conveniente como para estar en frente de la clase
NEGATIVE,hacemos exámenes en todas las clases no se vale
NEGATIVE,No explica nada y solo quiere que estemos realizando tareas por nuestra cuenta
POSITIVE,Está muy apegado al reglamento escolar lo cual es bueno
POSITIVE,Sus propuestas de aprendizaje en la aplicación de los temas es muy buena
POSITIVE,Las tecnologías que utiliza para la aplicación del aprendizaje en la escuela son bastante buenas
POSITIVE,Las evaluaciones se limitan mucho a lo que vemos en las clases lo cual me gusta
POSITIVE,Desarrollamos aplicaciones tecnológicas de sistemas de cómputo y esta increíble
POSITIVE,Evaluamos las funcionalidades de los sistemas de cómputo y eso nos trae grandes beneficios
POSITIVE,El profesor analiza las problemáticas con base en una metodología y eso es bueno
POSITIVE,El desarrollo del modelo de aprendizaje del profesor ayuda bastante en la aplicación de la materia
POSITIVE,El profesor evalúa a los estudiantes de manera individual y en equipo lo cual nos gusta mucho
POSITIVE,Se adapta mucho a la tecnología disponible para nuestro aprendizaje
POSITIVE,Analiza la funcionalidad del sistema escolar y se adapta a este
NEGATIVE,Trae soluciones y evaluaciones de la materia constantemente y nos obliga a aprender con esto
POSITIVE,Propone soluciones a los problemas que se van dando dentro de sus clases y revisa recuperar horas cuando tiene que faltar
POSITIVE,Es muy particular las asesorías que da y se asegura de que entendemos para resolver los problemas que nos da
POSITIVE,Es muy seguro en la manera en que da clases y resuelve las dudas de manera correcta
POSITIVE,Es alto el nivel de aprendizaje que he obtenido en esta materia gracias a las investigaciones que he realizado
NEGATIVE,"Su manera de enseñar es algo anticuada, no utiliza herramientas multimedia."
NEGATIVE,Habla con muchas groserías
NEGATIVE,"Estamos viendo en la clase muy poco contenido, avanzamos lento"
NEGATIVE,Los materiales utilizados en la materia son abstractos y no contienen información relevante
NEGATIVE,No considero que sea suficiente la importancia que le da el profesor a la materia
NEGATIVE,Para ser profesor da muy mala impresión y aparte no se dirige con respeto a los compañeros
NEGATIVE,"Las clases son agotadoras, son demasiadas cosas por hacer y no me da tiempo de procesar la información"
NEGATIVE,El profesor no da listas de cotejo en las presentaciones que son para la evaluación de unidades.
NEGATIVE,La clase se lleva a cabo muy lento y por eso nos estamos retrasando en la finalización de unidades.
NEGATIVE,Ya llevamos un mes sin terminar una unidad y no ha dicho nada sobre la evaluación
NEGATIVE,La maestra es bastante cruel en los exámenes
NEGATIVE,Las clases son imposibles de entender y tomar notas.
NEGATIVE,El profesor no llega temprano a clases y eso nos perjudica porque nos estamos atrasando
NEGATIVE,Sus clases me enferman
NEGATIVE,No llega temprano y no da buenos ejemplos.
NEGATIVE,No me gusta su forma de evaluar los exámenes
NEGATIVE,Nunca llega a tiempo
POSITIVE,Es incumplido
NEGATIVE,No parece tener lo suficiente para ser docente
NEGATIVE,Necesita usar métodos más actualizados
POSITIVE,Tiene buen método pedagógico.
NEGATIVE,No prepara sus clases
NEGATIVE,No controla al grupo
NEGATIVE,Casi no asiste a clases y no me gusta su forma de evaluar
NEGATIVE,No parece ser un buen maestro y no sabe dar clases
POSITIVE,Tiene muchas preferencias con algunos alumnos
NEGATIVE,No me gusta cómo evalúa
NEGATIVE,No practicamos lo aprendido en clase
NEGATIVE,No me gusta su forma de impartir clases
NEGATIVE,Se enoja muy fácilmente
POSITIVE,Combina temas y confunde a los alumnos
NEGATIVE,Evalúa de forma injusta a las calificaciones obtenidas
POSITIVE,Es relajada y nos comprende
NEGATIVE,No imparte clases adecuadamente
POSITIVE,Es relajada y buena onda
NEGATIVE,no da clases
POSITIVE,Esta maestra es muy estricta lo que nos hace mejores alumnos
NEGATIVE,Considero que la maestra debe mejorar su pronunciación
POSITIVE,Conoce y domina los temas
NEGATIVE,Sus clases no son dinámicas
NEGATIVE,No se enfoca en los temas de la clase
NEGATIVE,No pasa lista al inicio de la clase
NEGATIVE,El material de trabajo que utiliza es poco
NEGATIVE,La habilidad para explicar es deficiente
POSITIVE,El profesor es puntual siempre
NEGATIVE,No respeta el tiempo limite de clase
NEGATIVE,No domina algunos temas de los que se está hablando
NEGATIVE,El profe tiene mala actitud y no es dinámico
POSITIVE,Los horarios que maneja son puntuales y nunca sobra ni falta tiempo
NEGATIVE,Las rúbricas que utiliza para la evaluación de nuestros trabajos no es del todo correcta
NEGATIVE,Aveces no lo entiendo
POSITIVE,La paciencia de la maestra es muy buena
NEGATIVE,No es congruente lo que dice y lo que hace
NEGATIVE,No es tolerante
NEGATIVE,No liga la materia con la carrera
NEGATIVE,Es irrespetuoso con los compañeros
NEGATIVE,Las actividades no tienen nada que ver con la materia
NEGATIVE,La profundidad del tema no es la suficiente para entenderlo
POSITIVE,Es muy organizado con la clase
NEGATIVE,La clase es tediosa cuando el profe no prepara la clase
POSITIVE,Adecuado en el manejo de la voz
POSITIVE,El profesor debería ser tolerante y paciente
NEGATIVE,La monotonía de sus clases llegarán a aburrirme pronto
POSITIVE,"Involucra muchos ejemplos durante la clase, lo que hace que entienda más rápido y no se me olvide"
NEGATIVE,Debería haber más actividades en la clase
NEGATIVE,Algunas de las actividades que realizamos en clase son muy tediosas y no hay un control del grupo
POSITIVE,La maestra tiene disposición para sesolver problemas extras para que el tema quede más entendido
POSITIVE,El conocimiento se fortalece más con está clase
NEGATIVE,No trae el material
NEGATIVE,No habla bien de la escuela
NEGATIVE,Nunca trae el tema preparado completamente
NEGATIVE,La actitud que toma es muy irrespetuosa
NEGATIVE,Me enoja que la masetra no haga la clase dinamica
POSITIVE,El profesor siempre nos escucha
NEGATIVE,Es poco accesible al momento de atender nuestras dudas fuera de clase
NEGATIVE,El profesor no capta la atención del grupo
NEGATIVE,Me parece que dispersa mucho el tema
POSITIVE,El maestro tiene muchas muletillas
NEGATIVE,Le falta aumentar el tono de su voz
NEGATIVE,Siempre llega 20 min tarde
POSITIVE,Califica a través de instrumentos representativos que nos permiten aumentar nuestra excelencia
POSITIVE,El profesor es muy puntual
POSITIVE,Tiene mucha experiencia y gran conocimiento de la materia
NEGATIVE,Es un poco dificil de entender porque explica a su manera
POSITIVE,No deja que encuentres otros metodos
NEGATIVE,Se preocupa mucho por el nivel educativo del grupo
NEGATIVE,El profesor es irresponsable
NEGATIVE,No llega a tiempo
NEGATIVE,Nunca entrega las calificaciones a tiempo
POSITIVE,Es bueno explicando
POSITIVE,Creo que tiene mucho conocimiento de la materia
NEGATIVE,Frecuentemente falta a clases y no nos avisa
POSITIVE,Excelente actitud frente al grupo
NEGATIVE,"La forma en la que da la clase es dificil de entender, ya que usa muchas diapositivas"
POSITIVE,Gran profesor a pesar de ser impuntual
NEGATIVE,La maestra es muy gritona y no es adecuada al explicar
NEGATIVE,Te pide demasiado al evaluar y no explica nada de lo que pide
POSITIVE,"Es muy buena por su experiencia, a pesar de estar embarazada no falta"
POSITIVE,"Es muy tranquila en la forma de explicar, es amable y siempre busca el bien del grupo"
POSITIVE,La maestra es muy buena onda y tiene mucha experiencia
POSITIVE,La maestra tiene una formación de alto grado lo que nos permite aprender más y resuelve las dudas
NEGATIVE,El profesor tiene preferencias y es injusto
NEGATIVE,El profe se deja sobornar
NEGATIVE,Es impaciente y confunde a los alumnos
NEGATIVE,No acepta cuando se equivoca
NEGATIVE,Las clases me parecen muy pesadas y aburridas y más por las mañanas
NEGATIVE,Por favor mejoren el sistema educativo en lo personal no me agrada
POSITIVE,Me gusta cuando las clases son entretenidas
NEGATIVE,Creo que los profesores tiene que mejorar su metodología para enseñar
NEGATIVE,"Prefiero trabajar en la mañana y estudiar por la tarde, la escuela es complicada"
POSITIVE,Me encantan las clases en especial las de sistemas automatizados
NEGATIVE,El maestro no brinda asesorías a los alumnos
NEGATIVE,"El maestro se burla del trabajo de los alumnos, no hace retroalimentación"
NEGATIVE,La maestra habla muy mal acerca de la universidad y del modelo EBC
NEGATIVE,No me gustan las clases donde el profesor se la pasa platicando de su vida
NEGATIVE,La maestra crítica mucho a los directivos de la carrera y habla mal de sus compañeros
NEGATIVE,La maestra llega muy tarde a clases y no revisa las tareas
NEGATIVE,"El profesor no tiene control del grupo, deja que los alumnos le contesten de mala manera"
NEGATIVE,"Se nota que el profesor no prepara sus clases, ya que solo pierde el tiempo en cosas tontas"
POSITIVE,el profesor tiene buen dominio de la clase 
NEGATIVE,me gustaría que su materia abarque el ámbito profesional
NEGATIVE,las explicaciones no son adecuadas para la materia
POSITIVE,el profesor es puntual al llegar a la clase 
POSITIVE,el profesor es puntual en la entrega de cualificaciones
NEGATIVE,podría mejorar clases más dinámicas 
NEGATIVE,el profesor no respeta hora de salida
NEGATIVE,sus clases son monótonas
POSITIVE,tiene buen dominio en su materia
POSITIVE,da explicaciones con ejemplos reales
POSITIVE,sus clases son agradables
POSITIVE,el profesor tiene una buena actitud
NEGATIVE,no da material para trabajar
POSITIVE,es el mejor impartiendo la materia
POSITIVE,puede mejorar poniendo más enfoque a la carrera
POSITIVE,tiene experiencia 
NEGATIVE,debería de estar más actualizado en la materia
NEGATIVE,la metodología que usa no es la correcta para dar clase
NEGATIVE,falta de carácter en clase
POSITIVE,"el profesor muestra carácter en la clase, es puntual y tiene buen dominio de su materia"
NEGATIVE,no tiene buena presentación
NEGATIVE,la relación que hay en el grupo no es la correcta
NEGATIVE,tiene un carácter temperamentales y no tiene paciencia al grupo
POSITIVE,buena experiencia en su carrera
POSITIVE,el profesor es muy impuntual
NEGATIVE,la forma en la que se impone al grupo no es la correcta
POSITIVE,puede mejorar la forma en como da la clase
NEGATIVE,falta de organización en su materia
POSITIVE,buen conocimiento en su materia
NEGATIVE,el profesor no da enfoque en lo que realmente se ve en una empresa 
POSITIVE,tiene buen dominio del lenguaje
NEGATIVE,algunas clases son muy tediosas 
NEGATIVE,no tiene control en el grupo
NEGATIVE,clases con mucha teoría y aburridas 
POSITIVE,buena comunicación con los alumnos
POSITIVE,tienen buen conocimiento en resolver ecuaciones
POSITIVE,la maestra es estricta con la actitud 
NEGATIVE,la maestra debería de implementar mejor método de eseñanza
NEGATIVE,la maestra toma en cuenta errores insignificantes 
NEGATIVE,la maestra provoca indisciplina en el grupo
POSITIVE,"el profesor debería de ser más comprensivo, tolerantes y buena persona"
POSITIVE,clases más didácticas para cada tema
NEGATIVE,el material del profesor no es el adecuado
POSITIVE,el maestro usa bastantes presentaciónes
NEGATIVE,"debería de ser más comprensible, puntual y responsable "
NEGATIVE,deberia de dar sus clases con menos teoría 
POSITIVE,sus clases son muy dinamicas
POSITIVE,es una excelente persona nos apoya en todo momento
POSITIVE,es buena maestra a la hora de explicar los temas vistos en clase
POSITIVE,es buena maestra resolviendo dudas
POSITIVE,podemos contar con ella para asesorías cuando no tenemos su clase
NEGATIVE,siempre esta cuando tengo problemas en su materia
POSITIVE,la clase que imparte me dan igual
POSITIVE,me gustaría tomar otra vez clase con el
POSITIVE,su nivel de conocimientos es excelente
NEGATIVE,en su clase perdemos mucho tiempo 
POSITIVE,nos deja trabajos muy extensos
NEGATIVE,sus exámenes no son lo visto en clase
POSITIVE,es un buen profesor me agrada su materia
NEGATIVE,no asiste a clases y es anticuado y mala onda
NEGATIVE,sólo deja trabajos para hacerlos en línea 
NEGATIVE,sin comentarios en esta materia 
NEGATIVE,no nos da material para las clases 
POSITIVE,sus exámenes son muy extensos
NEGATIVE,no nos dio las ponderaciones de la materia 
NEGATIVE,no me gusta su clase
NEGATIVE,no me llama la atención entrar a su clase es muy teórica
POSITIVE,Tiene mucha disposición para dar clases
POSITIVE,La clase es muy teórica
POSITIVE,La maestra siempre esta cuando la necesito
POSITIVE,Se nota que tiene conocimientos del tema
NEGATIVE,Nunca trae material para trabajar
NEGATIVE,A veces su actitud es muy déspota
POSITIVE,Sabe hablar muy bien el idioma inglés
NEGATIVE,Es poco accesible
POSITIVE,Cuenta con una actitud muy especial
NEGATIVE,Su actitud es muy mala y eso provoca descontento entre los alumnos
POSITIVE,Siempre trae preparada la clase
NEGATIVE,Hace la clase muy tediosa
NEGATIVE,Nunca logra atraer la atención de los alumnos porque su clase es muy aburrida
POSITIVE,Su material para la clase es muy buena
NEGATIVE,Debería darse la oportunidad de escucharnos más
NEGATIVE,Perdida de atención a la clase
POSITIVE,El profesor siempre es muy puntual
NEGATIVE,Debería tener un control sobre mal humor
POSITIVE,Siempre muestra el apoyo a los alumnos
NEGATIVE,Debería mejorar su comunicación con los alumnos
NEGATIVE,Debería de mejorar sus temas
NEGATIVE,El profesor está muy desactualizado
NEGATIVE,El profesor no tiene dominio del tema
POSITIVE,Siempre logra acaparar nuestra atención
NEGATIVE,Debería impartir sus clases menos monótonas
POSITIVE,Siempre hace su trabajo de manera agradable
POSITIVE,Tiene buenos conocimientos de los temas de la clase
POSITIVE,Es muy bueno explicando los temas de las clases
POSITIVE,Fomenta la participación en clase
NEGATIVE,En sus clases solo quiere que hagamos presentaciones y eso hace que sea aburrida
POSITIVE,"Organiza distintas actividades en su clase, lo que la hace divertida y no nos aburrimos"
POSITIVE,Tiene buena dirección y control de la clase
NEGATIVE,Debería profundizar más en sus explicaciones respecto a los códigos
NEGATIVE,Su clase en ocasiones es aburrida porque los temas son redundantes
POSITIVE,Sus presentaciones son muy buenas
NEGATIVE,Demasiada teoría en sus clases lo que las hace tediosas
NEGATIVE,Demasiada información para un solo tema lo que hace que sea difícil de comprender
POSITIVE,Explica muy bien pero no resuelve dudas
NEGATIVE,Es muy déspota en su forma de contestar
POSITIVE,Responde a las dudas de mala manera
NEGATIVE,No tiene ética ni tolerancia
POSITIVE,La maestra es muy impaciente y no comprende que los temas son complicados para la mayoría de los alumnos
NEGATIVE,No debería de ser grosera con los alumnos
NEGATIVE,La maestra nunca apoya a los alumnos
POSITIVE,La maestra siempre busca la manera de ser clara para que todos los alumnos entendamos
NEGATIVE,"La maestra es muy ruda, se enoja cuando le preguntas alguna duda y pocas veces te ayuda a resolverla"
NEGATIVE,La poco comunicación con los alumnos no da paso a que confiemos en ella para aclarar dudas
NEGATIVE,La maestra no acepta que existan diferentes maneras de resolver problemas
POSITIVE,Siempre aclara dudas de manera eficaz y es comprensiva con quien necesita tiempo para entender los temas
POSITIVE,Domina los temas con excelencia
POSITIVE,Es muy respetuosa y se da a respetar
POSITIVE,Considero que es una persona muy preparada
NEGATIVE,Su ritmo de trabajo es demasiado rápido y hace que no se comprendan del todo los temas
NEGATIVE,Debería dar clases de forma más metódica
POSITIVE,Siempre encuentra la manera de ejemplificar bien los temas para que sean comprendidos en su totalidad
NEGATIVE,Nunca retroalimenta en tiempo y forma los exámenes
POSITIVE,Su desempeño en sus clases es sobresaliente
POSITIVE,Siempre imparte clases muy entendibles
NEGATIVE,Tiene poca disposición para reponer clases y nos atrasamos en los temas
POSITIVE,Se nota claramente el favoritismo en el grupo
POSITIVE,Cuenta con una metodología de trabajo muy buena
NEGATIVE,El sarcasmo en sus clases considero que no es nada oportuno
NEGATIVE,Todos tenemos errores pero al parecer en su clase no están permitidos
NEGATIVE,Siempre olvida los temas a impartir y no organiza su clase
POSITIVE,Siempre sabe cómo atraer nuestra atención en las clases y tiene un excelente conocimiento de la materia
NEGATIVE,La pérdida de tiempo en su clase es su especialidad
NEGATIVE,No tiene control de la clase y se pierde el respeto de alumno a profesor
POSITIVE,Siempre lleva material para hacer la clase dinámica y entretenida
NEGATIVE,El profesor falta mucho y no da las horas completas
POSITIVE,Las clases con este profesor pintan muy bien.
POSITIVE,Nos apoya de manera muy buena tanto personal como en el ambiente escolar.
POSITIVE,Es buen maestro y se preocupa por el bienestar de los alumnos.
POSITIVE,Es un gran maestro ya que ha logrado captar mi atención y colocarme bien en el tema.
